sign,category,date,horoscope
scorpio,career,2021/05/18,"The resources that you are looking for will be hard to come by. The more you search, the less you find. The more you push, the more others will resist. You are better off just sitting back and waiting to see what comes to you on its own."
scorpio,career,2021/05/19,Other people need your support in order to feel secure and confident. Do not abandon them in their time of need. Someday soon they will return the favor and you will be incredibly grateful. Now is a time of giving and having compassion for others.
scorpio,career,2021/05/20,Contemplate your situation in a new way. Look at the past year and ask yourself what you have accomplished. Have you met the goals that you have set for yourself? Maybe you haven't even set any goals. Assess now in order to prepare for the future.
scorpio,career,2021/05/21,"Your confidence is strong, and your emotional state is powerful and confident. Apply this wonderful attitude to work-related issues whether you find yourself at work today or not. The breakthroughs that come to you today are extremely valuable."
scorpio,career,2021/05/22,You are drawn toward something new. Your thirst for knowledge is quite great. This is your time to research further schooling or an apprenticeship of some kind. You want to know more. Fulfill this inner need before it consumes you.
scorpio,career,2021/05/23,"Plan ahead! Mull things over in your mind before you take the first steps. Ask yourself how the day is going to unfold. Play the movie in your head, asking yourself what is going to come after scene one, then scene two, etc. Pitfalls can be avoided."
scorpio,career,2021/05/24,"Mundane, routine, boring things have no appeal to you whatsoever. Today is one of those days, however, where you must embrace these kinds of issues and deal with them. Get back to the basis. Find your grounding. Take care of the foundation."
scorpio,career,2021/05/25,"You have much to look forward to over the next four weeks! Today marks the beginning of this wonderful period during which you will accomplish a great deal in your career sector. Huge strides will be made, and you will even amaze yourself."
scorpio,career,2021/05/26,You are frustrated by the hand that you have been dealt. It is not a very good one. It is hard for you to make a good play with the meager cards you have been given. Do your best and do it with a smile. Don't put any great pressure on yourself.
scorpio,career,2021/05/27,"You will be bouncing off the walls all day. As soon as you think a project or task is done, a new variable springs up and shows you that this is not the case. There is more work to be done. Take care of details as they come up. Don't wait for later."
scorpio,career,2021/05/28,"Intense issues will play a significant part in your day. Themes revolving around birth, death, and transformation will rise to the surface. Apply these ideas to your career path and see what you come up with. This is a time of great change."
scorpio,career,2021/05/29,"Surround yourself with good, uplifting music that you love. A soothing tune will ease your spirits and make you think more clearly about what your needs are and what your ultimate career goals are. Think on the larger scale. Music will help."
scorpio,career,2021/05/30,"There is nothing worse for you than to get stuck in a rut. Right now, it is possible that you are indeed stuck because you feel comfortable there. You feel stability there. Don't get trapped. Take a risk and move on to the next level."
scorpio,career,2021/05/31,"You know that you are fully qualified for the job. Perhaps you are actually over-qualified for that type of work. Are you really working up to your true potential? If not, make sure you take some steps to find a new job or continue your education."
scorpio,career,2021/06/01,Let an old idea die. You may be working on a premise that is outdated or outmoded. Let go of this idea and find something new. Ask someone else for his or her opinion on the matter. A fresh perspective will do you good. Don't be afraid to reach out.
scorpio,career,2021/06/02,"You are likely to get so bogged down with work today that you get overwhelmed. You may not even realize it, but deep down, difficult emotions are welling up inside you. By the time the end of the day rolls around, you may be an emotional wreck."
scorpio,career,2021/06/03,Embrace any opportunities you may have today to work alone. You will be most efficient and productive when you are able to concentrate on your own tasks at hand. You have all the tools you need right in front of you.
scorpio,career,2021/06/04,You have a great deal of energy today but be careful with it. There is a danger for your ideas to be misguided or misdirected in some way. Don't make any major changes in plans until you have consulted several others in your field.
scorpio,career,2021/06/05,Normally you like to throw caution to the wind and let your good luck pull you through with regard to any new work plan. Today is the day to do the opposite. Take a more reserved approach and make sure you have a backup plan or two.
scorpio,career,2021/06/06,Tension is building today from all angles and you feel yourself caught in the middle of it. Keep in mind that most of this difficulty stems from maintaining a balance between facts and fantasy. Know which is which and you will come out on top.
scorpio,career,2021/06/07,"You are in a good position to make major moves with regard to your career today. You will find that the people around you are being extra supportive of your dreams, so don't hesitate to dream big. You will succeed in what you set your mind to."
scorpio,career,2021/06/08,Everything is going your way today so do not waste the day boasting about it - use today's energy to your advantage. Push the envelope. You will achieve whatever goal you put your mind to. Unwavering good luck will see you through to success.
scorpio,career,2021/06/09,You will feel the annoying pull of reality telling you to be more practical with your ideas. Today this is not a bad idea. You will be surprised at what you find when you take the time to be more realistic and think through an idea to its conclusion.
scorpio,career,2021/06/10,"Your productivity level will skyrocket today - surprising even you. The secret of your success is to not get distracted by funny emails, social media or texts from friends. Don't let innocent conversation turn into two-hour distractions from your work."
scorpio,career,2021/06/11,"Don't worry about staying grounded or being practical while you work today. Even if you try, you will not be very successful. You are better off focusing your energy on your wild, brilliant, and unique ideas. They will get you far today."
scorpio,career,2021/06/12,Nasty rumors about you are being passed around among your co-workers that are making it difficult for you to be effective in the workplace. Do your best to resolve the situation calmly and diplomatically without escalating the drama even further.
scorpio,career,2021/06/13,You are starting to see the light on a problem that you have been wrestling with in association with your career. Long-term goals that seemed impossible are now within your reach. Pay attention to what others say today. The answer is there.
scorpio,career,2021/06/14,Truth is being withheld from you and there is nothing that you hate more than not knowing the truth. Work situations could get ugly in the today so be prepared to go into battle with your head held high. A great deal is at stake so be careful.
scorpio,career,2021/06/15,Your work seems like drudgery today - even more than usual. You will feel uncomfortably chained to a situation that simply doesn't resonate with you. Don't be too rash and suddenly decide to quit. This is just a passing phase that will soon end.
scorpio,career,2021/06/16,You are likely to get bogged down in an emotional drama while working today that you simply have nothing to do with. Do your best to stay above this conflict by keeping your focus on your own work and your own needs. Rely on only yourself.
scorpio,wellness,2020/06/16,"You have a strong tendency to seek out the truth, and the intensity of this quest can often be wearing on the soul. It is important to alleviate your anxiety, even if you don't recognize it on a conscious level. Deep relaxation ought to be a regular part of your health regimen. Massage, steam bath and sauna are ancient practices designed to relax the body and allow fresh perspectives to invigorate the soul. What have you done for yourself lately in this regard?"
scorpio,wellness,2020/06/17,Slowly growing accustomed to new health practices can be a pleasant and enlightening experience. Looking to see the truth about what you eat is a way to introduce change into your diet without shocking your system on any level. Organic foods are grown according to specific regulations - there are even different interpretations of what is truly organic. Finding out for yourself where your food comes from is a great way to develop a healthy awareness of your environment.
scorpio,wellness,2020/06/18,"The planets are forming a pleasant and potentially illuminating aspect! This configuration will gently alleviate the anxiety that can block you from understanding your true nature. A light workout, preferably including yoga, will open you to the benefits of this transit by putting your mind on hold, and allowing your body to assert its natural rhythms. Always follow up exercise with drinking plenty of water. Enjoy the enlightenment!"
scorpio,wellness,2020/06/19,"You may feel some pressure to have it all figured out. But remember that nobody, ever, has it all figured out! Remember the adage, ""To err is human, to forgive divine."" That doesn't just mean forgiving others - you must learn to appreciate your own ability to forgive yourself. Judgment will prevent you from listening to your own intuition. Your basic needs are to eat well, to get plenty of rest, and to exercise. Start with all three today!"
scorpio,wellness,2020/06/20,"There is plenty of favorable energy afoot today, which can leave you empowered and able to tune into the divine in your daily life. To encourage the positive flow of this energy, take special care to relax your mind and nourish your body with fresh food and exercise. Any stress you feel in your eyes is best relieved through yoga, which will open the chakras and release energy that has been stored up in the body."
scorpio,wellness,2020/06/21,"With today's planetary activity, you sense a struggle within yourself - what you want is different from what you need. If you choose to sail above the petty squabbling that occurs from time to time in your relationships, you will find it even more challenging to deal with this energy inside yourself. Do not ignore the tension that arises between your higher self and your human desires. Arm yourself to deal with it with a good dose of aerobic exercise."
scorpio,wellness,2020/06/22,"Some advice for your diet: avoid caffeine. It is a very prevalent drug in our society, but it may not be right for you. Begin to open your mind and your palette to alternative substances, the most common being herbal infusions, especially green tea. The stress of caffeine on the eyes (vision) can adversely affect you. Also, include fresh fruits and vegetables that nourish your eyes: cantaloupe, cranberries, and blueberries. These delicious food sources certainly taste better than any medicine!"
scorpio,wellness,2020/06/23,"The planets are gently sending you messages that you will benefit from hearing. The current transit is good for hanging out with friends and socializing in general, if possible. You are encouraged to gently embrace what you want and need in life - a critical step towards health and happiness. The judgmental side of your nature will also be tempered at this time. You may want to avoid those ""cup of coffee"" chats with friends, opting to go for a walk together instead."
scorpio,wellness,2020/06/24,"The attention you give to your body will produce both interior and exterior results. The exterior results are not of great concern to you, though the positive comments you garner will certainly boost your self-esteem! You generally seek an inner harmony that enhances your wellness. Are you informed about matters like organic farming, and what your community does to support such things? Your involvement and contribution to these kinds of issues directly affects your sense of well-being. Think about it."
scorpio,wellness,2020/06/25,"It is crucial to make sure that your joints have adequate exercise and not too much pressure put on them. This is especially important, as many of us have a sedentary lifestyle. Yoga is an ideal exercise for strengthening the entire body, for toning the muscles and for keeping your flexibility. A regular yoga practice can save you time and money in the future, and greatly support your everyday well-being. Preventative measures such as this are a necessity, not a luxury!"
scorpio,wellness,2020/06/26,"When you meet with internal resistance to your daily health practices, immediately suspend judgment. You are ""allowed"" to eat anything you want, and to spend your time in any way you see fit. There will be days when you will see fit to sit on the couch and watch TV. It is important to refrain from judging yourself. The next day you may want to drink a lot of water to clear the mucous build-up which dairy causes, or to address other effects of your behavior. Learn to do so without passing judgment."
scorpio,wellness,2020/06/27,"Suspending judgment allows you to see more of the truth. Suspending judgment of the self allows you particularly to see your inner truth. Today's astral configuration is wonderful for personal inquiry. Are you doing things for yourself that aid your sense of well-being, or things that detract from it? What kind of behavior do you see in your friends that you admire and would like to follow? You have the freedom to choose your own health practices."
scorpio,wellness,2020/06/28,"Giving ourselves the benefit of the doubt is something we all sometimes need help with. As we are so committed to a better future for ourselves and our loved ones, there is a tendency to judge harshly. However, the burden of responsibility does not rest with you alone! Give yourself the freedom to take care of yourself first, not the whole world. Check in with yourself on a daily basis about your diet and exercise regimen. This is a true personal responsibility!"
scorpio,wellness,2020/06/29,"The current transit makes this a good time for a general cleansing - one that really should take place at least once or twice a year. Look to your body and begin the cleansing process. Plenty of water, of course, is very important the whole way through. If you are able, try to maintain a couple of days’ worth of strict dietary limitations, eating only raw fruits and vegetables. You might feel light and active and receive a lot of return energy if you pay attention to what your body tells you."
scorpio,wellness,2020/06/30,"With today's planetary alignment, you may be inspired to break down outdated habits and stagnant patterns in order to move into the future with big, bold steps. You may be motivated to break down traditions deemed too difficult to take on. Have you ever felt like making radical changes in your health practices? A vegetarian diet? An earlier hour of waking up in the morning? Now would be a good time to try something big but start gradually."
scorpio,wellness,2020/07/01,"You have never been one to blindly conform to the ""group,"" but you certainly do care what people think of you. It's time to help them and yourself out and give them the information they need in order to really know you. You might want to first take a refresher course where YOU are concerned! Do you really know what you do and do not want? Disciplined exercise such as swimming and running give you the time to reflect on these questions while building your strength and self-esteem."
scorpio,wellness,2020/07/02,"You are always happy to drop the old and start anew, but sometimes it's worth it just to stick to the routine. Do you have a health routine? This is an important discipline for you to adhere to, because of your natural tendency to dream about the future and forget about the present. In the present, you must pay attention to the adequate administering of healthy food and plenty of water. Unless you still live with your mom, your health is up to you!"
scorpio,wellness,2020/07/03,"Unfortunately for some of us, black tea and coffee consumption is known to weaken our vision. To help strengthen your eyes at this time, take tea brewed with the herb known as ""eyebright."" Beta carotene is found in foods such as carrots, apricots and cantaloupe - the liver converts this pigment into Vitamin A, which is very helpful for night vision. Take care of your eyes and create your vision of the future with enhanced precision."
scorpio,wellness,2020/07/04,"Today's transit encourages you to shower those you love with affection. This is something you may do inwardly all the time, but actually people need physical and verbal appreciation more than you sometimes realize. Use this energy to give yourself the best of everything, too. Have a breakfast with fresh fruit and whole grains, keep the fresh fruits and vegetables coming all day, and have a little protein with one meal. Oh, and, water, water, water! Your energy will glow with this kind of treatment."
scorpio,wellness,2020/07/05,"You need lots of friends, but also sufficient quiet time to focus on her own inner needs. Your goals tend to be ""people-oriented,"" but private time is what nurtures your ability to understand and set your goals. Combining thought with exercise is a wonderful habit to develop. At least once a week, take yourself on a long run or walk, or simply hit the tennis ball against a wall. This physical outlet creates the space for you to clarify your thoughts without being annoyed with your friends."
scorpio,wellness,2020/07/06,"Your adventurous spirit likes to explore, especially as today your mind could be buzzing with new ideas. Thinking, talking, evaluating, dreaming - this is what you love doing, and these tendencies help you determine how to ease the suffering of others. However, in order to really know what others are feeling, you need to observe more than speculate. To not become overwhelmed with the issues and challenges others bring to your door, pursuing an art project or engaging in a music group can keep you balanced and grounded."
scorpio,wellness,2020/07/07,"With so many friends, you can be overwhelmed sometimes. Do you manage to keep in contact regularly? Have you noticed that you haven't heard from someone dear to you for a long time? Focus on what you have to give of your time and see if something creative comes to mind that can help you stay connected with the people you care about, despite your busy schedule. After all, your life would not be whole if you had to spend it alone."
scorpio,wellness,2020/07/08,"One of the best ways to improve your health is to give yourself more time. No, I am not talking about turning back the clock! Give yourself the time between activities to re-group and understand what you want and need to do next. When we rush from place to place, we lose our sense of purpose and regret the time we waste. Even the choice of what you eat will be affected by giving yourself enough time to notice what you really want."
scorpio,wellness,2020/07/09,"You generally need a lot personal time to sort out your complex feelings about the world. Try engaging in sports that can assist you in getting the most out of your personal time. Long distance running, swimming, hiking and mountain biking all require significant time commitment, which you can then put to good use inside your head. Healthy habits that meet your needs in combination are priceless. It's a long life, and you will enjoy yourself more, and have more to share with others!"
scorpio,wellness,2020/07/10,"You love this time of year because it's all about evaluating and planning. What can you do for your health that was lacking during the past few months? If you prefer bottled water, do you have a water delivery service? It's cheaper than buying bottles. If you prefer organic produce, consider signing up with a monthly club that delivers local organic produce to your door for much less money than what you would pay at the market. Plan for a healthy year!"
scorpio,wellness,2020/07/11,"Today is all about reform. Whatever can be improved upon, your soul is right on the scene. You finally want to start focusing more on your well-being. You are known for being focused on the greater good while sometimes egregiously ignoring the personal, the right here at home, the person looking at you in the mirror. Get where this is going? Stop saving the world and get in a good workout. And pay attention to what your body is trying to tell you."
scorpio,wellness,2020/07/12,"You will benefit from eating fish instead of meat as often as possible. Fish oil has tremendously beneficial effects on the nails and hair and doesn't tax the digestive system as red meat does. Enjoy the lighter things in life: fresh vegetables, bean curd, soy products and herbal tea. Even if you make substitutes only once a week, you will benefit in the long run from your effort. Have you ever followed a recipe for fish or tofu? Try it!"
scorpio,wellness,2020/07/13,"You are capable of rising above the earthly plane and seeing straight into the future: but it's a vision that can sometimes be quite difficult to share with others. To help merge this talent with more practical matters, forge a partnership in say, your exercise regimen. You can keep the long-term goals in mind and your partner can motivate you on the day to day stuff. Together you can shape your goals into reality!"
scorpio,wellness,2020/07/14,"You tend to be a ""giver,"" but rarely to yourself! Are you tired? Exhaustion often results from a failure to plan. Today's planetary configuration gives you the perfect time to set up the next two weeks to most benefit you, you, and you. Don't give in to stress and ""go with the high-fat content flow."" Plan ahead three healthy meals a week and stick to them. You can prepare delicious and healthy soup and keep it in the freezer!"
scorpio,wellness,2020/07/15,"Your gift of sight usually serves you especially well. Nurture your natural vision with sources of Vitamin A and Beta-carotene. Do not rub your eyes if they are tired or itchy. There are better ways to find relief. Use delicate eye moisturizer for the skin around the eyes. Wear sunglasses to prevent sun damage (yes, especially when the glare is strong). Your vision is a gift - use it to see, and do, good in the world."
scorpio,wellness,2020/07/16,"Give yourself the benefit of the doubt. Your emotions may run high, but you still may have trouble catching up with them. Today's transit makes you especially sensitive to criticism, so keep your distance in order to you have perspective on where others may be coming from. A quiet, centering yoga session would be good. Be gentle on yourself, nothing too tough! Ease your way into your emotional center."
scorpio,wellness,2020/07/17,"Your creative efforts are beginning to show fruit, and this is cause for celebration. However, do not begin to neglect the regimented program you have been trying to follow regarding diet and exercise. Now more than ever it is important to keep the internal pathways open - physically and energetically. At least three times a week you must exercise your body to let fresh energy bubble forth and old energy recycle on through the universe. You are aware of being part of something larger - act like it!"
scorpio,wellness,2020/07/18,"Keeping up with your creative plans for the future is sometimes hard for your friends - and it can be also hard for your body! You must dedicate as much energy to the present as you do the future. It will help you and your relationships! Regarding your health, it is especially important to consistently exercise and drink plenty of water. Skipping these fundamental practices now could negatively impact your future. Stay carefully tuned to your health regimen!"
scorpio,wellness,2020/07/19,"Your spiritual nature is enlivened by today's transit! We humans have a special relationship with water. It gives us spiritual rejuvenation and makes us feel alive! You may want to think about how much water you actually give yourself each day. Water plays a vital role in how your skin looks, and whether or not you have ""regular"" digestive activity. Eight full glasses a day will dramatically change how you look and feel!"
scorpio,wellness,2020/07/20,Waiting for the right time to start getting serious about your health? That time is past. You must start today if you are asking yourself this question - it is never too late. The first step could be increasing the amount of water you drink each day. Make this month the period of time you use to really watch how much water you drink and double it. Most people suffer from effects of dehydration without even knowing it. Are you one of them?
scorpio,wellness,2020/07/21,"Love gives us energy to get through life. Loving your body helps, too. Nurture your body with exercise and you will find yourself able to be more loving towards others. Practice loving your body by carefully planning your meals days in advance. Be thoughtful about your upcoming meals as though you were wooing your own body to join you in a lifetime of happy adventures - because that's what you're faced with, and whether you make them happy or not is up to you!"
scorpio,wellness,2020/07/22,"You are apt to see the bigger picture more clearly than the little one this week. You will enjoy socializing and making merry, if possible, but try not to skip over feelings while in the pursuit of accomplishment. Whatever your plans are, be rigorous in keeping your daily exercise, a balanced diet and abundant rest and relaxation at all times, even the busiest ones. When you feel that you are floating away on the ethers of excitement, breathe deeply and ground yourself."
scorpio,wellness,2020/07/23,"The power to nurture others is inherent in your being. You have something to offer that all creatures need. But be aware that you yourself need to center regularly and find ways to recharge. In order to protect yourself from unforeseen difficulties, be prudent regarding your diet. Eat the freshest foods possible and do not leave yourself open to illness or injury. It is in your nature to think ahead, so use this gift for yourself."
scorpio,wellness,2020/07/24,"Always watch what you eat so that you feel your best at all times, and especially at stressful ones. We all tend to become distracted while chatting away or watching TV - we barely notice what we put in our mouths! There are ways to handle these situations and most of them involve just a little bit of forethought. For instance, for every alcoholic beverage you ingest, drink one glass of water (preferably with no ice)."
scorpio,wellness,2020/07/25,"You have a knack for getting along well with others, and it's time to turn your focus onto yourself and pay attention to what you want and need. This isn't easy for you, and you will be glad to hear that the planetary transit is aiding those on difficult paths. Creating a structure within which you can take care of your health needs is the best way to go: this way, you will not have to think about it. Plan ahead including meals, exercise, rest and entertainment."
scorpio,wellness,2020/07/26,"The energy it takes to explain why you did not do something you should have is twice as ""expensive"" as the energy it takes to do something right. The stakes are even higher when it comes to your health. The energy it takes to eat well and exercise often is infinitely less than the energy it takes to deal with illness. Take a moment to steer yourself in the right direction if tense, stressful times have put you off your usual health regimen. It’s perfectly natural to turn to comfort foods and mood-altering behaviors in times of great uncertainty. It’s okay that you’ve perhaps leaned a little heavily on these creature comforts over the last many weeks, but given that this is a marathon and not a sprint, you now have the opportunity to adjust your course for the long haul. Drink at least one glass of water for every glass of wine or soda, try to get more sleep, move more, experiment with checking the news only once a day, or every other day."
scorpio,wellness,2020/07/27,"You often make statements that are more profound than you are aware of, leading people to expect more from you than you realize. If you feel a little out of touch with yourself, take some time for self-care. Make yourself the healthiest or most comforting dinner you can with what you have on hand. Draw a hot bath and get to bed early with your favorite reading material. This will help you to know where you stand, and to re-establish the bond with yourself - thus making you more self-aware."
scorpio,wellness,2020/07/28,"This is a day for making yourself feel comfortable. If there is something on your mind that you need to unload, ask a friend to lend an ear. If you feel that you need more cardio exercise than you’ve been getting lately, make today your first good home workout and feel the benefit of those deep breaths balancing out your body's energy."
scorpio,wellness,2020/07/29,"Your future starts today. A clear pathway is open to you so ask yourself: what do you want for your health? Do you want to ignore your body until invasive medical measures are required? Or do you want to have an informed, delightful experience of nurturing your body and your mind in a preventative fashion? If you prefer the latter, maybe it's time to invest in your choice of text: a healthy cookbook, a holistic hygiene reference, or a book on feng shui."
scorpio,wellness,2020/07/30,"When you feel unbalanced it's a little more upsetting than it is for other people. For instance, when you break the routine in your exercise practice you tend to feel the effects quite strongly. You can use this sensitivity constructively. If you need to start a health practice and have trouble getting motivated, all you need to do is start and the energy rush you will get will make you want more right away. Use this momentum to build a health regimen."
scorpio,wellness,2020/07/31,"With so much focus on politics, it is easy to lose track of the daily wellness program we all need to keep in order to stay healthy and take advantage of the many privileges we have in our modern society. This is a good time to take stock of what you have and how you can put it to its best use. Take your body for example. Can it do all the things you dream of doing (realistically speaking)? Work at it - gently."
scorpio,wellness,2020/08/01,"Give yourself an inch and you might take a mile! I recommend you bring that tendency poolside! Swimming is an exercise that benefits the body and mind, and it is not an expensive sport. Whether you are a beginner or a High School champ, try to integrate this lovely, low-impact sport into your life. It strengthens your lung capacity while toning your whole body, and once you get on a roll it can be like meditation. Weather permitting, it's a wonderful bonus to be outside!"
scorpio,wellness,2020/08/02,"Be good to yourself, because nobody else has the power to make you happy - George Michael said that in one of his songs, and he might as well have been thinking of you! You need to take the power into your own hands and create the physical reality you can be happy in. This means opening up your eyes to all that you wish were different about your body and taking steps toward a future form that is closer to your ideal."
scorpio,wellness,2020/08/03,"The planetary energy gives you the concrete desire to turn your most inspired thoughts into reality. If you see yourself as a long-distance runner but have never jogged a mile, run on down to the nearest sports equipment store, if possible, and just look at the shoes - maybe have a conversation with the person in charge of that section of the store. Begin to help yourself feel comfortable in the areas you would like to grow into. Baby steps all the way, kid! Impress only yourself."
scorpio,wellness,2020/08/04,"Walking can be a great exercise for you now because it gives you time to slow down and concentrate on yourself. You may need to think certain issues over and clear up excess mental clutter, not to mention free-floating anxieties. Walking (or long runs if you are an accomplished runner already) is a spiritual as well as a physical exercise and is highly recommended right now."
scorpio,wellness,2020/08/05,"The movement of the planets knocks everyone off their center a little bit, and for you this will typically mean reverting to behavior that doesn't exactly benefit you personally. That is, while trying to ""do the right thing"" you might not see the forest for the trees. Noticing each and every try means getting through your days doing something nurturing for your body: lots of drinking water, plenty of fresh produce and a varied diet that alternate sources of protein: meat, fish and legumes."
scorpio,wellness,2020/08/06,"You may find yourself growing more involved in a physical relationship with someone you care about, and today's aspect will greatly enhance your ability to approach matters of sensuality with openness. This regards how you approach yourself most importantly. Your body is a vehicle for self-expression, and you must love your body in order to make love with it! This means caring for it with regular exercise, a healthy diet and a conscientious approach to intimate relationships!"
scorpio,wellness,2020/08/07,"Watch yourself in terms of giving more to other people than what you give to yourself. You may be under the influence of the present cosmic climate, which could bring your natural tendency of being ""your brother's keeper"" to an unhealthy level. To make sure you stay centered, watch what you eat and take in very few (if any) carbohydrates for a few days. This exercise will get you to focus on yourself and also reduce the kind of ""sugar high"" energy which fuels distraction."
scorpio,wellness,2020/08/08,"There are many planets coming into your sign these days, and it will make you feel as though there is meaning in just about everything that happens. This is not necessarily the case but can definitely be distracting. To enhance the power, you can have during this time and minimize distraction, get regular exercise and drink lots of water. Keeping your body and mind in tune with universal energy right now is priority."
scorpio,wellness,2020/08/09,"Because you can see what needs to happen for the good of humanity - that is a special gift you possess - doesn't mean that you are the one to do it! Center yourself and all your insights with a regular exercise practice, and you will be in a better position to help the world you live in. Yoga is a wonderful resource. The more you go the greater the benefit. Don't worry about getting in shape. Instead, focus on breathing and connecting to positive energy."
scorpio,wellness,2020/08/10,"The position of the heavenly bodies supports you with energy to really act on behalf of others. You enjoy the feeling of helping other people succeed against the odds. However, you must also pay attention to yourself, otherwise you will quickly grow resentful of what others have that you lack. This is called affliction. To avoid being afflicted, make your diet and exercise the priority no matter what. When you take care of yourself physically you notice all your other needs more readily."
scorpio,wellness,2020/08/11,"Your tendency to go along with what everyone else is doing can sometimes give you the impression that what's good for the group is good for you - and this is just not true. We each have an individual recipe for health, and it's up to each of us to discover it and follow it religiously. Plan a few meals to prepare at home this week. You may wish to invite others to join you, if possible, but know deep down inside that you're doing it for you."
scorpio,wellness,2020/08/12,"Your sign is going to be getting a lot of planetary attention throughout the next several months, so get used to hearing general statements, which may or may not necessarily apply to your particular situation. What is critical that you do, however, is pay straightforward attention to your body and its health needs. You must drink plenty of water and get regular exercise. There is something going on, and you must be prepared to get the most out of the energy that you possibly can."
scorpio,wellness,2020/08/13,"So many ideas - so little time! You will feel light-headed these days with the current influence from the planetary alignment. And off you go, on to other realms besides this earthly existence. There is exquisite energy to be gleaned from journeys of the spirit, but the effect is only as good as your physical condition. Ground yourself during this special time with a diet that includes fresh meals made with seasonal vegetables. Earthy produce for a healthy mind."
scorpio,wellness,2020/08/14,The position of the heavenly bodies will make you a highly sought out individual this week. People intuitively sense your wisdom and will knowingly or unknowingly ask that you help them with their problems. You must be aware of this so that you can keep track of your own energy level. You tend to become exhausted without realizing it. Set yourself a bedtime this week and don't fail to meet it. Limit your availability to others after dinnertime so that you have time to center yourself before bed.
scorpio,wellness,2020/08/15,"Your climb upwards is sometimes greatly aided by the inspiration of a good view. Today's planetary energies enhance your ability to see the glass half full, or to see the beauty of your daily surroundings. Improve what you do for your health by taking time to notice what you love about feeling healthy. Notice the way you like to feel and aim to promote this state of being with what you eat and how often you exercise."
scorpio,wellness,2020/08/16,"You have never been one to abandon a course once set out on, however, you must get used to the little detours life shows us along the way! Rather than looking at these detours as setbacks, consider them as curves in the road that were too subtle to be realized when you were starting out. Have faith that you're still on the path! Support your sensitive nature by taking night-time or early morning baths with a few drops of lavender oil."
scorpio,wellness,2020/08/17,"Your usual groundedness and balance is a saving grace during times of troubled waters - and when a challenging aspect occurs it's time to hold on to what makes you feel secure and not let go! If you sense conflict with your loved ones or your boss, give yourself the benefit of isolation and distance. Keep your feelings close to your heart and move through this difficult period with the self-assurance that a solid health regimen can give you. Pay close attention to your body."
scorpio,wellness,2020/08/18,"Today's aspect is one of the most beneficial transits, emotionally speaking. Often you feel torn between lofty pursuits and everyday living. Lofty pursuits are easier, in a way; difficulties arise with everyday living, where other people's sensitivities clash with your own. The energy of the day helps you to verbalize and communicate in new ways that help your personal relationships. To increase the positive impact of this transit, take care to eat citrus fruits rich in Vitamin C."
scorpio,wellness,2020/08/19,"You can be motivated to achieve a great deal under the influence of today's celestial atmosphere. If you were running on ""Empty"" recently, this is the boost of fuel that you needed to scale further heights. Resentment can also be an issue during this transit so keep yourself healthy in every aspect: drink plenty of water, exercise every day, and eat foods that agree with your system. Avoid junk food and excess sugar at all costs - that is not what you need right now."
scorpio,wellness,2020/08/20,"Under the aspect of the day it would be advisable to watch out for miscommunication. You may want to pay special attention while making plans or setting up virtual meetings for work. Operate under that assumption that if something can go wrong it probably will! This is an opportunity to pay extra special attention to what you really need to communicate to others. When in doubt, call and confirm. Also, watch your step - the likelihood of tripping is increased."
scorpio,wellness,2020/08/21,"You should be getting a break with the planetary alignment today: it's time to focus on yourself and pamper yourself! Get yourself organized around what is good for you. Good food, good company and yes - exercise! It's important to let your body express its raw energy rather than allowing that energy to stay bottled up and eventually be converted into mental energy. Use this aspect to begin a phase of physical purification. You're going to be in this body your whole life!"
scorpio,wellness,2020/08/22,"Today's transit will make you feel about ten years younger this month, and that's without even trying! You can feel at your best if you apply this transit to your workouts and involve it in your weight-lifting or cardio work that you once found challenging. The aspect will give you the power of ten cups of coffee without any of the negative side effects! Oh - try to stay away from caffeine and increase your water intake, too!"
scorpio,wellness,2020/08/23,"Make the most of your time outside of work. The aspect of the day encourages your playful side. Watch movies that lighten the spirit, play with children every chance you get, play with adults when there aren't any kids around, if possible, and most importantly, exercise! Nothing brings the spirits up more than moving your body in aerobic exercise. Oxygenated blood is the best anti-depressant around - and you can't get it sitting on the couch! You can choose your favorite form of exercise, so enjoy it."
scorpio,wellness,2020/08/24,"The planets make a harmonious connection today. There is a big chance you will feel lighter than usual, and more easily engaged in other people's concerns than you normally feel is possible. People may respond quite positively to you, but don't forget to take care of yourself! Everyday counts when it comes to your health. Diet is a big part of your mood, so take note of what you feel like eating today. Maybe you can replicate it when you're not feeling quite as great!"
scorpio,wellness,2020/08/25,"The planetary alignment today is troubling for many of you because it is so much about emotions. Facing your feelings squarely is difficult because you need to admit vulnerability and acknowledge pain. This isn't easy for anyone. You may want to seek out your friends and ask them for help. If you don't feel there is anything troubling you, perhaps you can treat yourself to lots of nurturing behavior. A nice dinner, a hot bath, and a good night's rest."
scorpio,wellness,2020/08/26,"The planetary alignment makes this a time of great insight for you. Your personal goals and aspirations will come into focus as you begin to experience a bit of conflict. A challenge may be just what you need to dive into your goals with added zeal. Take your exercise program seriously now, for you can be open to injury if you aren't focused on your body. Take special care of your legs and feet."
